county_fips,bea_county_name,state_name,population_2024,income_index_1969_1973,income_index_2020_2024,mobility_5yr_avg,predicted_mobility,residual_mobility,rank_gain,graduate_degree_pct,bachelors_or_higher_pct,management_science_arts_occupation_pct,worked_from_home_pct,broadband_pct,poverty_pct,county_gdp_per_capita,rucc_group,metro_status,engine_label,engine_share,knowledge_command_share,resource_share,manufacturing_share,trade_logistics_share,education_health_share,leisure_amenity_share,government_share,specialization_gap
31019,"Buffalo, NE",Nebraska,51156.0,77.21531382904749,106.29258986147056,29.07727603242307,9.668190349034628,19.409085683388444,611.0,11.9,34.6,37.5,4.4,90.8,11.0,86364.08799157443,"Nonmetro urban, adjacent",Nonmetro,Manufacturing,21.930566518580825,21.750415461605694,3.415001364135368,21.930566518580825,19.11914741651592,10.746920719411593,4.068418842688627,10.70567159735656,12.098077195840748
30031,"Gallatin, MT",Montana,126984.0,77.23569205177996,121.57389188048437,44.338199828704404,25.517458638846886,18.820741189857518,690.0,19.9,53.1,44.4,14.9,92.3,10.2,90063.84110512791,"Metro, <250k",Metro,Knowledge / command,41.43512602546925,41.43512602546925,1.808559648894856,3.899829370202326,15.227027396174805,6.934240709189413,8.933353666654401,8.866686534039184,5.54947273400178
37135,"Orange, NC",North Carolina,152877.0,86.6645981173506,118.54159762491483,31.876999507564236,13.355990534581858,18.52100897298238,468.0,34.3,61.8,60.5,24.2,93.6,12.4,83986.10922521251,"Metro, 250k-1M",Metro,Government,43.412705536235826,31.84140006172008,0.2248734971800138,2.0632839687494093,7.349287965633257,6.399237995020308,3.6599868035649505,43.412705536235826,32.16162854340358
47105,"Loudon, TN",Tennessee,62129.0,67.57872506358595,99.99734154020378,32.41861647661783,14.895873812969176,17.52274266364865,716.0,10.8,28.6,34.9,10.7,89.4,12.6,52461.57625096498,"Metro, 250k-1M",Metro,Manufacturing,22.641807263588788,7.693312145539992,2.0381861529236365,22.641807263588788,14.12902416480022,4.96235188356082,4.49512318212166,7.651443474567109,12.809317940848713
37037,"Chatham, NC",North Carolina,83874.0,79.42435236793835,122.41783434501652,42.99348197707816,25.981974268665237,17.011507708412925,652.0,22.8,48.0,50.2,20.1,86.7,10.5,35809.07570321378,"Metro, 250k-1M",Metro,Knowledge / command,41.85587350738855,41.85587350738855,3.0559570867786996,9.023183004610567,10.87203447307305,8.530783933574938,4.325952770793799,9.370996581465928,6.319727079799346
22103,"St. Tammany, LA",Louisiana,277615.0,83.73958504124509,112.24066580217445,28.501080760929355,13.397571900246605,15.10350886068275,507.0,12.8,36.6,44.3,12.4,92.5,12.2,61621.75538649468,"Metro, 250k-1M",Metro,Knowledge / command,31.845928826095292,31.845928826095292,1.3327517482931857,8.805243147918393,27.68724102369859,8.737254767499644,4.230254518626964,9.357595524019665,8.990771550844347
33015,"Rockingham, NH",New Hampshire,322433.0,99.25661870279359,137.28417861555528,38.02755991276169,24.59245112814712,13.43510878461457,201.0,17.0,44.8,48.5,17.2,94.4,4.8,98116.85158735412,"Metro, 1M+",Metro,Knowledge / command,42.51180738040334,42.51180738040334,0.1724628482097336,8.87281189445063,17.808999354856205,7.540379039886197,7.489539602932578,6.265670543917381,5.612876442199145
12089,"Nassau, FL",Florida,104376.0,86.22498303008551,113.55702475306308,27.332041722977564,13.980741772358197,13.351299950619367,459.0,13.1,34.5,38.9,13.0,94.4,9.2,48938.35377642547,"Metro, 1M+",Metro,Knowledge / command,38.470770439869554,38.470770439869554,0.8530011258626946,8.448046366186288,15.421025862313035,5.767762256030454,8.70554704738643,10.746577283034492,5.279423025510816
45043,"Georgetown, SC",South Carolina,66035.0,62.886604191978314,90.0793053864727,27.192701194494383,14.716233995643934,12.476467198850449,612.0,12.1,32.5,35.0,9.6,84.2,14.4,58059.79750778816,"Nonmetro urban, adjacent",Nonmetro,Knowledge / command,35.038516204794256,35.038516204794256,1.401429093629139,13.217497532353317,11.133070648898949,7.701796725674383,8.695578554830561,10.575571742034056,4.3023761898783714
06087,"Santa Cruz, CA",California,262406.0,105.5550076307449,128.98894341573435,23.43393578498946,10.978471460805192,12.455464324184266,87.0,18.3,43.6,47.7,17.6,93.5,11.2,74525.53745756914,"Metro, 250k-1M",Metro,Knowledge / command,33.17416167957371,33.17416167957371,1.9273269621053633,17.068805905372976,12.774461583130076,10.39738359085296,5.829894528353108,12.400108400703694,7.236316582632899
55089,"Ozaukee, WI",Wisconsin,93956.0,115.20757676213104,148.5714651732895,33.36388841115847,20.91515001320235,12.44873839795612,37.0,19.1,50.4,49.9,15.4,93.0,4.6,75062.30981644918,"Metro, 1M+",Metro,Manufacturing,17.352896934972282,12.16476877846196,1.150721370935591,17.352896934972282,11.674783373832046,11.702082540465254,3.523175875623244,5.856413452169767,7.520407612232205
22097,"St. Landry, LA",Louisiana,80869.0,49.771582220358745,72.1457753806748,22.37419316031606,10.092876287387123,12.281316872928938,186.0,5.0,14.3,26.8,5.9,70.6,24.0,38346.13043054744,"Nonmetro urban, adjacent",Nonmetro,Trade / logistics,25.91828565278389,21.019251600103978,4.050565110967187,13.82584876790892,25.91828565278389,9.310279499724006,3.44444843067391,14.096838941014084,9.356314005652717
